product_name,series,price,rating,reviews_count,stock,daily_sales,date
iPhone 14 Plus,14,9200.0,3.1,342,5,13,2025-02-28
iPhone 14 Pro,14,11000.0,3.0,467,39,23,2025-02-28
iPhone 14 Pro Max,14,12000.0,3.5,216,20,16,2025-02-28
iPhone 15,15,10000.0,4.1,491,15,19,2025-02-28
iPhone 15 Plus,15,10200.0,4.8,334,39,26,2025-02-28
iPhone 15 Pro,15,12500.0,3.3,84,22,11,2025-02-28
iPhone 15 Pro Max,15,14000.0,4.8,170,41,18,2025-02-28
iPhone 16,16,11000.0,4.9,11,45,13,2025-02-28
iPhone 16 Pro,16,14000.0,4.1,126,40,22,2025-02-28
iPhone 16 Pro Max,16,16000.0,3.4,342,5,16,2025-02-28
iPhone 17,17,12000.0,4.6,45,29,19,2025-02-28
iPhone 17 Pro,17,15500.0,4.0,92,5,19,2025-02-28
iPhone 17 Pro Max,17,18000.0,3.9,118,41,15,2025-02-28
iPhone X,X,5000.0,3.2,173,8,26,2025-03-01
iPhone XS,X,5200.0,4.1,30,40,13,2025-03-01
iPhone XS Max,X,5500.0,4.4,112,43,22,2025-03-01
iPhone 11,11,6000.0,3.3,488,18,6,2025-03-01
iPhone 11 Pro,11,7000.0,3.7,11,18,14,2025-03-01
iPhone 11 Pro Max,11,8000.0,4.6,252,45,23,2025-03-01
iPhone 12,12,7000.0,4.6,238,22,27,2025-03-01
iPhone 12 mini,12,6800.0,3.9,256,16,13,2025-03-01
iPhone 12 Pro,12,8500.0,3.6,346,46,23,2025-03-01
iPhone 12 Pro Max,12,9000.0,4.9,371,13,19,2025-03-01
iPhone 13,13,8000.0,4.2,493,40,18,2025-03-01
iPhone 13 mini,13,7800.0,3.0,123,18,23,2025-03-01
iPhone 13 Pro,13,9500.0,3.7,399,46,19,2025-03-01
iPhone 13 Pro Max,13,10000.0,4.3,450,48,18,2025-03-01
iPhone 14,14,9000.0,4.8,84,18,24,2025-03-01
iPhone 14 Plus,14,9200.0,3.4,121,29,20,2025-03-01
iPhone 14 Pro,14,11000.0,4.6,470,8,28,2025-03-01
iPhone 14 Pro Max,14,12000.0,3.5,17,48,15,2025-03-01
iPhone 15,15,10000.0,4.5,398,9,17,2025-03-01
iPhone 15 Plus,15,10200.0,3.2,213,33,15,2025-03-01
iPhone 15 Pro,15,12500.0,4.6,194,34,18,2025-03-01
iPhone 15 Pro Max,15,14000.0,3.8,77,29,15,2025-03-01
iPhone 16,16,11000.0,4.4,240,48,26,2025-03-01
iPhone 16 Pro,16,14000.0,4.6,361,22,24,2025-03-01
iPhone 16 Pro Max,16,16000.0,3.6,78,46,25,2025-03-01
iPhone 17,17,12000.0,3.3,482,38,24,2025-03-01
iPhone 17 Pro,17,15500.0,4.3,80,10,11,2025-03-01
iPhone 17 Pro Max,17,18000.0,3.1,322,28,23,2025-03-01
iPhone X,X,5000.0,3.9,308,46,22,2025-03-02
iPhone XS,X,5200.0,3.5,363,30,24,2025-03-02
iPhone XS Max,X,5500.0,3.3,109,44,20,2025-03-02
iPhone 11,11,6000.0,3.6,487,47,18,2025-03-02
iPhone 11 Pro,11,7000.0,4.5,389,34,13,2025-03-02
iPhone 11 Pro Max,11,8000.0,4.9,285,44,20,2025-03-02
iPhone 12,12,7000.0,4.7,270,15,17,2025-03-02
iPhone 12 mini,12,6800.0,3.0,49,36,22,2025-03-02
iPhone 12 Pro,12,8500.0,4.2,199,23,18,2025-03-02
iPhone 12 Pro Max,12,9000.0,3.8,178,37,20,2025-03-02
iPhone 13,13,8000.0,3.9,476,37,23,2025-03-02
iPhone 13 mini,13,7800.0,4.2,21,12,17,2025-03-02
iPhone 13 Pro,13,9500.0,3.5,229,9,29,2025-03-02
iPhone 13 Pro Max,13,10000.0,4.5,421,37,27,2025-03-02
iPhone 14,14,9000.0,4.1,362,47,18,2025-03-02
iPhone 14 Plus,14,9200.0,4.8,214,43,20,2025-03-02
iPhone 14 Pro,14,11000.0,4.0,185,5,18,2025-03-02
iPhone 14 Pro Max,14,12000.0,4.7,59,42,16,2025-03-02
iPhone 15,15,10000.0,3.0,155,31,23,2025-03-02
iPhone 15 Plus,15,10200.0,3.2,455,33,27,2025-03-02
iPhone 15 Pro,15,12500.0,3.5,471,26,14,2025-03-02
iPhone 15 Pro Max,15,14000.0,4.9,407,26,4,2025-03-02
iPhone 16,16,11000.0,4.8,441,11,13,2025-03-02
iPhone 16 Pro,16,14000.0,3.6,18,19,19,2025-03-02
iPhone 16 Pro Max,16,16000.0,3.9,418,17,18,2025-03-02
iPhone 17,17,12000.0,3.1,452,10,15,2025-03-02
iPhone 17 Pro,17,15500.0,3.7,201,23,22,2025-03-02
iPhone 17 Pro Max,17,18000.0,3.5,103,8,14,2025-03-02
iPhone X,X,5000.0,4.6,100,32,24,2025-03-03
iPhone XS,X,5200.0,3.2,139,41,21,2025-03-03
iPhone XS Max,X,5500.0,3.5,441,28,27,2025-03-03
iPhone 11,11,6000.0,4.4,183,33,16,2025-03-03
iPhone 11 Pro,11,7000.0,3.5,152,35,13,2025-03-03
iPhone 11 Pro Max,11,8000.0,3.0,175,35,13,2025-03-03
iPhone 12,12,7000.0,4.7,291,33,22,2025-03-03
iPhone 12 mini,12,6800.0,4.2,330,7,17,2025-03-03
iPhone 12 Pro,12,8500.0,4.3,411,13,15,2025-03-03
iPhone 12 Pro Max,12,9000.0,3.2,292,46,21,2025-03-03
iPhone 13,13,8000.0,3.3,53,40,21,2025-03-03
iPhone 13 mini,13,7800.0,4.4,253,7,17,2025-03-03
iPhone 13 Pro,13,9500.0,4.7,213,6,22,2025-03-03
iPhone 13 Pro Max,13,10000.0,4.7,402,25,17,2025-03-03
iPhone 14,14,9000.0,4.9,108,31,20,2025-03-03
iPhone 14 Plus,14,9200.0,4.2,103,41,14,2025-03-03
iPhone 14 Pro,14,11000.0,5.0,453,35,11,2025-03-03
iPhone 14 Pro Max,14,12000.0,4.4,36,39,20,2025-03-03
iPhone 15,15,10000.0,3.1,110,25,21,2025-03-03
iPhone 15 Plus,15,10200.0,4.8,29,42,19,2025-03-03
iPhone 15 Pro,15,12500.0,4.3,34,6,16,2025-03-03
iPhone 15 Pro Max,15,14000.0,3.6,332,37,23,2025-03-03
iPhone 16,16,11000.0,4.1,270,17,22,2025-03-03
iPhone 16 Pro,16,14000.0,3.2,300,16,13,2025-03-03
iPhone 16 Pro Max,16,16000.0,4.5,491,26,21,2025-03-03
iPhone 17,17,12000.0,4.9,78,28,15,2025-03-03
iPhone 17 Pro,17,15500.0,4.5,170,12,30,2025-03-03
iPhone 17 Pro Max,17,18000.0,4.6,381,16,21,2025-03-03
iPhone X,X,5000.0,3.6,499,43,19,2025-03-04
iPhone XS,X,5200.0,3.9,497,27,20,2025-03-04
iPhone XS Max,X,5500.0,3.2,86,36,16,2025-03-04
iPhone 11,11,6000.0,4.3,223,20,23,2025-03-04
iPhone 11 Pro,11,7000.0,4.4,289,22,15,2025-03-04
iPhone 11 Pro Max,11,8000.0,3.9,483,22,21,2025-03-04
iPhone 12,12,7000.0,3.9,254,18,16,2025-03-04
iPhone 12 mini,12,6800.0,3.4,288,47,20,2025-03-04
iPhone 12 Pro,12,8500.0,4.9,407,33,25,2025-03-04
iPhone 12 Pro Max,12,9000.0,4.0,86,22,18,2025-03-04
iPhone 13,13,8000.0,4.0,247,37,18,2025-03-04
iPhone 13 mini,13,7800.0,3.7,198,21,25,2025-03-04
iPhone 13 Pro,13,9500.0,4.8,335,39,23,2025-03-04
iPhone 13 Pro Max,13,10000.0,4.1,339,14,31,2025-03-04
iPhone 14,14,9000.0,4.5,20,31,17,2025-03-04
iPhone 14 Plus,14,9200.0,3.9,378,20,22,2025-03-04
iPhone 14 Pro,14,11000.0,4.4,236,20,9,2025-03-04
iPhone 14 Pro Max,14,12000.0,3.9,187,47,23,2025-03-04
iPhone 15,15,10000.0,3.8,282,36,18,2025-03-04
iPhone 15 Plus,15,10200.0,4.5,75,13,12,2025-03-04
iPhone 15 Pro,15,12500.0,4.4,326,42,27,2025-03-04
iPhone 15 Pro Max,15,14000.0,3.7,266,41,17,2025-03-04
iPhone 16,16,11000.0,3.4,235,19,26,2025-03-04
iPhone 16 Pro,16,14000.0,4.4,208,35,19,2025-03-04
iPhone 16 Pro Max,16,16000.0,3.6,488,33,19,2025-03-04
iPhone 17,17,12000.0,4.0,265,28,19,2025-03-04
iPhone 17 Pro,17,15500.0,4.9,356,29,19,2025-03-04
iPhone 17 Pro Max,17,18000.0,3.3,46,30,19,2025-03-04
iPhone X,X,5000.0,4.0,236,12,24,2025-03-05
iPhone XS,X,5200.0,3.1,62,32,14,2025-03-05
iPhone XS Max,X,5500.0,3.0,456,15,22,2025-03-05
iPhone 11,11,6000.0,4.0,96,23,23,2025-03-05
iPhone 11 Pro,11,7000.0,3.3,424,47,26,2025-03-05
iPhone 11 Pro Max,11,8000.0,4.1,419,48,16,2025-03-05
iPhone 12,12,7000.0,3.0,280,8,16,2025-03-05
iPhone 12 mini,12,6800.0,4.7,380,15,21,2025-03-05
iPhone 12 Pro,12,8500.0,3.9,203,12,21,2025-03-05
iPhone 12 Pro Max,12,9000.0,3.3,59,18,21,2025-03-05
iPhone 13,13,8000.0,4.0,492,13,20,2025-03-05
iPhone 13 mini,13,7800.0,4.1,190,43,23,2025-03-05
iPhone 13 Pro,13,9500.0,3.1,421,15,16,2025-03-05
iPhone 13 Pro Max,13,10000.0,4.7,197,48,22,2025-03-05
iPhone 14,14,9000.0,3.0,160,17,12,2025-03-05
iPhone 14 Plus,14,9200.0,4.1,158,22,18,2025-03-05
iPhone 14 Pro,14,11000.0,3.1,252,21,20,2025-03-05
iPhone 14 Pro Max,14,12000.0,4.1,76,16,26,2025-03-05
iPhone 15,15,10000.0,3.3,246,6,24,2025-03-05
iPhone 15 Plus,15,10200.0,3.4,144,34,11,2025-03-05
iPhone 15 Pro,15,12500.0,4.9,437,34,22,2025-03-05
iPhone 15 Pro Max,15,14000.0,3.6,271,31,23,2025-03-05
iPhone 16,16,11000.0,3.3,238,28,20,2025-03-05
iPhone 16 Pro,16,14000.0,3.5,125,33,24,2025-03-05
iPhone 16 Pro Max,16,16000.0,4.9,388,22,25,2025-03-05
iPhone 17,17,12000.0,4.4,127,49,16,2025-03-05
iPhone 17 Pro,17,15500.0,4.4,397,31,20,2025-03-05
iPhone 17 Pro Max,17,18000.0,4.1,291,41,11,2025-03-05
iPhone X,X,5000.0,4.6,136,44,17,2025-03-06
iPhone XS,X,5200.0,3.2,471,42,14,2025-03-06
iPhone XS Max,X,5500.0,5.0,475,48,26,2025-03-06
iPhone 11,11,6000.0,4.8,332,48,10,2025-03-06
iPhone 11 Pro,11,7000.0,3.3,499,24,17,2025-03-06
iPhone 11 Pro Max,11,8000.0,3.8,480,11,14,2025-03-06
iPhone 12,12,7000.0,4.3,464,38,28,2025-03-06
iPhone 12 mini,12,6800.0,4.5,219,45,21,2025-03-06
iPhone 12 Pro,12,8500.0,3.3,243,29,17,2025-03-06
iPhone 12 Pro Max,12,9000.0,3.9,128,19,21,2025-03-06
iPhone 13,13,8000.0,3.7,113,14,25,2025-03-06
iPhone 13 mini,13,7800.0,4.2,222,18,9,2025-03-06
iPhone 13 Pro,13,9500.0,3.4,403,23,19,2025-03-06
iPhone 13 Pro Max,13,10000.0,4.9,468,6,20,2025-03-06
iPhone 14,14,9000.0,3.1,271,47,23,2025-03-06
iPhone 14 Plus,14,9200.0,4.9,267,13,18,2025-03-06
iPhone 14 Pro,14,11000.0,4.3,358,37,22,2025-03-06
iPhone 14 Pro Max,14,12000.0,4.2,15,48,26,2025-03-06
iPhone 15,15,10000.0,4.1,246,23,16,2025-03-06
iPhone 15 Plus,15,10200.0,3.8,49,36,20,2025-03-06
iPhone 15 Pro,15,12500.0,4.7,391,12,19,2025-03-06
iPhone 15 Pro Max,15,14000.0,3.3,428,11,22,2025-03-06
iPhone 16,16,11000.0,4.4,319,24,14,2025-03-06
iPhone 16 Pro,16,14000.0,4.3,439,28,25,2025-03-06
iPhone 16 Pro Max,16,16000.0,3.7,287,15,14,2025-03-06
iPhone 17,17,12000.0,4.1,430,31,22,2025-03-06
iPhone 17 Pro,17,15500.0,3.0,43,36,25,2025-03-06
iPhone 17 Pro Max,17,18000.0,4.8,375,20,21,2025-03-06
iPhone X,X,5000.0,3.6,298,33,10,2025-03-07
iPhone XS,X,5200.0,3.2,271,17,23,2025-03-07
iPhone XS Max,X,5500.0,4.1,322,12,15,2025-03-07
iPhone 11,11,6000.0,3.1,186,29,7,2025-03-07
iPhone 11 Pro,11,7000.0,4.4,127,40,11,2025-03-07
iPhone 11 Pro Max,11,8000.0,4.5,369,5,20,2025-03-07
iPhone 12,12,7000.0,3.4,397,34,16,2025-03-07
iPhone 12 mini,12,6800.0,4.3,367,47,21,2025-03-07
iPhone 12 Pro,12,8500.0,4.6,317,20,18,2025-03-07
iPhone 12 Pro Max,12,9000.0,4.4,67,33,25,2025-03-07
iPhone 13,13,8000.0,5.0,112,16,18,2025-03-07
iPhone 13 mini,13,7800.0,3.9,466,45,27,2025-03-07
iPhone 13 Pro,13,9500.0,4.8,342,40,30,2025-03-07
iPhone 13 Pro Max,13,10000.0,3.5,453,31,23,2025-03-07
iPhone 14,14,9000.0,4.3,241,19,13,2025-03-07
iPhone 14 Plus,14,9200.0,4.2,279,31,22,2025-03-07
iPhone 14 Pro,14,11000.0,4.1,94,49,21,2025-03-07
iPhone 14 Pro Max,14,12000.0,4.1,354,39,24,2025-03-07
iPhone 15,15,10000.0,4.8,336,42,21,2025-03-07
iPhone 15 Plus,15,10200.0,3.5,128,26,20,2025-03-07
iPhone 15 Pro,15,12500.0,3.2,474,31,15,2025-03-07
iPhone 15 Pro Max,15,14000.0,3.9,247,31,21,2025-03-07
iPhone 16,16,11000.0,3.7,416,46,28,2025-03-07
iPhone 16 Pro,16,14000.0,4.6,123,24,9,2025-03-07
iPhone 16 Pro Max,16,16000.0,4.9,217,23,17,2025-03-07
iPhone 17,17,12000.0,3.8,358,45,20,2025-03-07
iPhone 17 Pro,17,15500.0,4.5,424,48,17,2025-03-07
iPhone 17 Pro Max,17,18000.0,3.3,432,46,17,2025-03-07
iPhone X,X,5000.0,4.8,105,29,24,2025-03-08
iPhone XS,X,5200.0,3.5,245,47,23,2025-03-08
iPhone XS Max,X,5500.0,3.3,235,42,15,2025-03-08
iPhone 11,11,6000.0,4.5,153,12,20,2025-03-08
iPhone 11 Pro,11,7000.0,4.6,391,30,22,2025-03-08
iPhone 11 Pro Max,11,8000.0,3.5,130,16,16,2025-03-08
iPhone 12,12,7000.0,3.2,79,24,15,2025-03-08
iPhone 12 mini,12,6800.0,3.3,473,26,20,2025-03-08
iPhone 12 Pro,12,8500.0,3.0,388,24,20,2025-03-08
iPhone 12 Pro Max,12,9000.0,4.1,340,44,17,2025-03-08
iPhone 13,13,8000.0,3.9,132,48,10,2025-03-08
iPhone 13 mini,13,7800.0,4.8,144,29,16,2025-03-08
iPhone 13 Pro,13,9500.0,4.4,431,24,13,2025-03-08
iPhone 13 Pro Max,13,10000.0,4.4,282,14,15,2025-03-08
iPhone 14,14,9000.0,4.0,411,49,16,2025-03-08
iPhone 14 Plus,14,9200.0,4.9,237,27,20,2025-03-08
iPhone 14 Pro,14,11000.0,3.4,276,42,21,2025-03-08
iPhone 14 Pro Max,14,12000.0,4.3,493,41,27,2025-03-08
iPhone 15,15,10000.0,4.2,369,16,21,2025-03-08
iPhone 15 Plus,15,10200.0,4.0,329,23,15,2025-03-08
iPhone 15 Pro,15,12500.0,4.9,281,12,19,2025-03-08
iPhone 15 Pro Max,15,14000.0,4.7,186,16,11,2025-03-08
iPhone 16,16,11000.0,3.1,336,5,14,2025-03-08
iPhone 16 Pro,16,14000.0,4.8,320,29,9,2025-03-08
iPhone 16 Pro Max,16,16000.0,3.3,243,21,20,2025-03-08
iPhone 17,17,12000.0,5.0,289,15,22,2025-03-08
iPhone 17 Pro,17,15500.0,3.1,44,8,20,2025-03-08
iPhone 17 Pro Max,17,18000.0,4.7,499,41,20,2025-03-08
iPhone X,X,5000.0,3.1,89,37,21,2025-03-09
iPhone XS,X,5200.0,4.0,137,17,22,2025-03-09
iPhone XS Max,X,5500.0,4.5,368,19,28,2025-03-09
iPhone 11,11,6000.0,4.3,38,6,21,2025-03-09
iPhone 11 Pro,11,7000.0,4.9,432,17,21,2025-03-09
iPhone 11 Pro Max,11,8000.0,4.5,464,42,22,2025-03-09
iPhone 12,12,7000.0,3.7,238,6,17,2025-03-09
iPhone 12 mini,12,6800.0,3.7,35,11,18,2025-03-09
iPhone 12 Pro,12,8500.0,4.9,476,10,16,2025-03-09
iPhone 12 Pro Max,12,9000.0,4.4,333,10,19,2025-03-09
iPhone 13,13,8000.0,4.6,174,32,22,2025-03-09
iPhone 13 mini,13,7800.0,4.4,202,10,20,2025-03-09
iPhone 13 Pro,13,9500.0,3.3,101,15,21,2025-03-09
iPhone 13 Pro Max,13,10000.0,4.2,61,7,9,2025-03-09
iPhone 14,14,9000.0,4.5,215,35,17,2025-03-09
iPhone 14 Plus,14,9200.0,4.5,494,30,19,2025-03-09
iPhone 14 Pro,14,11000.0,3.5,95,29,28,2025-03-09
iPhone 14 Pro Max,14,12000.0,3.4,15,25,15,2025-03-09
iPhone 15,15,10000.0,4.1,494,29,21,2025-03-09
iPhone 15 Plus,15,10200.0,3.9,65,40,28,2025-03-09
iPhone 15 Pro,15,12500.0,4.3,55,20,23,2025-03-09
iPhone 15 Pro Max,15,14000.0,4.0,284,37,19,2025-03-09
iPhone 16,16,11000.0,4.8,95,14,15,2025-03-09
iPhone 16 Pro,16,14000.0,3.9,298,9,28,2025-03-09
iPhone 16 Pro Max,16,16000.0,3.4,420,18,15,2025-03-09
iPhone 17,17,12000.0,4.7,103,39,12,2025-03-09
iPhone 17 Pro,17,15500.0,3.5,471,16,21,2025-03-09
iPhone 17 Pro Max,17,18000.0,4.2,186,25,19,2025-03-09
iPhone X,X,5000.0,4.2,349,15,7,2025-03-10
iPhone XS,X,5200.0,3.5,389,10,30,2025-03-10
iPhone XS Max,X,5500.0,4.8,469,47,17,2025-03-10
iPhone 11,11,6000.0,4.3,443,26,20,2025-03-10
iPhone 11 Pro,11,7000.0,4.3,162,19,28,2025-03-10
iPhone 11 Pro Max,11,8000.0,3.2,262,10,20,2025-03-10
iPhone 12,12,7000.0,4.0,115,5,17,2025-03-10
iPhone 12 mini,12,6800.0,4.6,276,16,22,2025-03-10
iPhone 12 Pro,12,8500.0,4.1,48,11,14,2025-03-10
iPhone 12 Pro Max,12,9000.0,4.3,155,45,18,2025-03-10
iPhone 13,13,8000.0,4.3,161,13,20,2025-03-10
iPhone 13 mini,13,7800.0,3.2,197,6,24,2025-03-10
iPhone 13 Pro,13,9500.0,4.5,268,47,24,2025-03-10
iPhone 13 Pro Max,13,10000.0,3.5,280,49,19,2025-03-10
iPhone 14,14,9000.0,4.8,147,42,24,2025-03-10
iPhone 14 Plus,14,9200.0,3.2,411,22,22,2025-03-10
iPhone 14 Pro,14,11000.0,3.6,97,6,17,2025-03-10
iPhone 14 Pro Max,14,12000.0,3.5,431,34,12,2025-03-10
iPhone 15,15,10000.0,3.3,404,5,11,2025-03-10
iPhone 15 Plus,15,10200.0,3.7,157,27,30,2025-03-10
iPhone 15 Pro,15,12500.0,3.6,333,16,16,2025-03-10
iPhone 15 Pro Max,15,14000.0,3.3,362,28,22,2025-03-10
iPhone 16,16,11000.0,4.6,462,15,21,2025-03-10
iPhone 16 Pro,16,14000.0,3.5,35,6,24,2025-03-10
iPhone 16 Pro Max,16,16000.0,4.1,247,5,22,2025-03-10
iPhone 17,17,12000.0,3.6,174,21,18,2025-03-10
iPhone 17 Pro,17,15500.0,3.0,304,46,23,2025-03-10
iPhone 17 Pro Max,17,18000.0,3.1,196,46,9,2025-03-10
iPhone X,X,5000.0,3.4,440,46,21,2025-03-11
iPhone XS,X,5200.0,4.5,380,5,26,2025-03-11
iPhone XS Max,X,5500.0,3.7,131,46,22,2025-03-11
iPhone 11,11,6000.0,4.5,317,31,11,2025-03-11
iPhone 11 Pro,11,7000.0,3.6,299,5,20,2025-03-11
iPhone 11 Pro Max,11,8000.0,4.3,177,49,23,2025-03-11
iPhone 12,12,7000.0,3.2,114,26,17,2025-03-11
iPhone 12 mini,12,6800.0,3.0,143,23,18,2025-03-11
iPhone 12 Pro,12,8500.0,4.4,248,11,32,2025-03-11
iPhone 12 Pro Max,12,9000.0,4.8,496,23,15,2025-03-11
iPhone 13,13,8000.0,4.5,134,21,26,2025-03-11
iPhone 13 mini,13,7800.0,3.0,390,37,21,2025-03-11
iPhone 13 Pro,13,9500.0,4.7,248,24,14,2025-03-11
iPhone 13 Pro Max,13,10000.0,4.3,86,29,18,2025-03-11
iPhone 14,14,9000.0,3.4,262,28,20,2025-03-11
iPhone 14 Plus,14,9200.0,4.7,134,14,15,2025-03-11
iPhone 14 Pro,14,11000.0,5.0,94,13,11,2025-03-11
iPhone 14 Pro Max,14,12000.0,4.1,50,27,16,2025-03-11
iPhone 15,15,10000.0,3.2,416,48,26,2025-03-11
iPhone 15 Plus,15,10200.0,4.1,200,13,19,2025-03-11
iPhone 15 Pro,15,12500.0,3.6,314,37,18,2025-03-11
iPhone 15 Pro Max,15,14000.0,3.6,178,33,18,2025-03-11
iPhone 16,16,11000.0,4.1,173,40,12,2025-03-11
iPhone 16 Pro,16,14000.0,3.6,94,32,23,2025-03-11
iPhone 16 Pro Max,16,16000.0,4.6,217,26,26,2025-03-11
iPhone 17,17,12000.0,3.3,110,33,22,2025-03-11
iPhone 17 Pro,17,15500.0,3.6,19,46,18,2025-03-11
iPhone 17 Pro Max,17,18000.0,4.1,280,8,14,2025-03-11
iPhone X,X,5000.0,3.5,413,14,20,2025-03-12
iPhone XS,X,5200.0,3.8,275,24,25,2025-03-12
iPhone XS Max,X,5500.0,3.8,10,9,10,2025-03-12
iPhone 11,11,6000.0,4.9,118,47,18,2025-03-12
iPhone 11 Pro,11,7000.0,3.3,363,17,29,2025-03-12
iPhone 11 Pro Max,11,8000.0,3.7,326,35,25,2025-03-12
iPhone 12,12,7000.0,4.6,466,14,21,2025-03-12
iPhone 12 mini,12,6800.0,3.4,207,34,26,2025-03-12
iPhone 12 Pro,12,8500.0,3.1,468,24,20,2025-03-12
iPhone 12 Pro Max,12,9000.0,3.1,365,29,26,2025-03-12
iPhone 13,13,8000.0,4.2,479,27,23,2025-03-12
iPhone 13 mini,13,7800.0,3.5,359,6,24,2025-03-12
iPhone 13 Pro,13,9500.0,4.0,409,16,18,2025-03-12
iPhone 13 Pro Max,13,10000.0,3.6,339,9,25,2025-03-12
iPhone 14,14,9000.0,3.3,175,15,13,2025-03-12
iPhone 14 Plus,14,9200.0,4.2,343,8,9,2025-03-12
iPhone 14 Pro,14,11000.0,3.5,377,43,20,2025-03-12
iPhone 14 Pro Max,14,12000.0,3.0,328,33,20,2025-03-12
iPhone 15,15,10000.0,4.3,423,29,21,2025-03-12
iPhone 15 Plus,15,10200.0,3.1,287,29,23,2025-03-12
iPhone 15 Pro,15,12500.0,4.9,35,46,10,2025-03-12
iPhone 15 Pro Max,15,14000.0,3.8,331,6,21,2025-03-12
iPhone 16,16,11000.0,4.2,165,17,15,2025-03-12
iPhone 16 Pro,16,14000.0,4.2,191,38,20,2025-03-12
iPhone 16 Pro Max,16,16000.0,4.7,306,6,19,2025-03-12
iPhone 17,17,12000.0,4.4,430,45,13,2025-03-12
iPhone 17 Pro,17,15500.0,3.0,339,8,23,2025-03-12
iPhone 17 Pro Max,17,18000.0,4.9,47,16,19,2025-03-12
iPhone X,X,5000.0,3.7,473,39,4,2025-03-13
iPhone XS,X,5200.0,4.8,283,24,23,2025-03-13
iPhone XS Max,X,5500.0,3.8,427,35,16,2025-03-13
iPhone 11,11,6000.0,3.5,28,12,11,2025-03-13
iPhone 11 Pro,11,7000.0,3.1,232,7,23,2025-03-13
iPhone 11 Pro Max,11,8000.0,4.7,199,34,16,2025-03-13
iPhone 12,12,7000.0,3.8,174,36,16,2025-03-13
iPhone 12 mini,12,6800.0,3.6,212,12,16,2025-03-13
iPhone 12 Pro,12,8500.0,4.3,181,44,19,2025-03-13
iPhone 12 Pro Max,12,9000.0,4.7,333,15,20,2025-03-13
iPhone 13,13,8000.0,3.1,82,8,26,2025-03-13
iPhone 13 mini,13,7800.0,4.3,111,46,25,2025-03-13
iPhone 13 Pro,13,9500.0,3.2,485,23,19,2025-03-13
iPhone 13 Pro Max,13,10000.0,3.1,37,6,16,2025-03-13
iPhone 14,14,9000.0,4.0,479,17,21,2025-03-13
iPhone 14 Plus,14,9200.0,4.3,93,19,21,2025-03-13
iPhone 14 Pro,14,11000.0,4.1,410,28,18,2025-03-13
iPhone 14 Pro Max,14,12000.0,4.8,121,20,17,2025-03-13
iPhone 15,15,10000.0,4.5,233,47,19,2025-03-13
iPhone 15 Plus,15,10200.0,4.6,25,18,19,2025-03-13
iPhone 15 Pro,15,12500.0,4.1,186,47,9,2025-03-13
iPhone 15 Pro Max,15,14000.0,4.9,341,19,20,2025-03-13
iPhone 16,16,11000.0,4.7,101,27,17,2025-03-13
iPhone 16 Pro,16,14000.0,4.3,208,19,25,2025-03-13
iPhone 16 Pro Max,16,16000.0,3.4,55,42,24,2025-03-13
iPhone 17,17,12000.0,3.6,166,35,21,2025-03-13
iPhone 17 Pro,17,15500.0,3.8,61,28,23,2025-03-13
iPhone 17 Pro Max,17,18000.0,4.7,363,27,20,2025-03-13
iPhone X,X,5000.0,4.8,70,29,17,2025-03-14
iPhone XS,X,5200.0,4.7,326,19,25,2025-03-14
iPhone XS Max,X,5500.0,3.7,140,42,14,2025-03-14
iPhone 11,11,6000.0,4.4,496,5,8,2025-03-14
iPhone 11 Pro,11,7000.0,3.1,292,15,22,2025-03-14
iPhone 11 Pro Max,11,8000.0,3.7,358,19,23,2025-03-14
iPhone 12,12,7000.0,4.1,366,16,14,2025-03-14
iPhone 12 mini,12,6800.0,3.0,50,43,24,2025-03-14
iPhone 12 Pro,12,8500.0,4.2,32,27,18,2025-03-14
iPhone 12 Pro Max,12,9000.0,4.5,411,13,21,2025-03-14
iPhone 13,13,8000.0,4.4,320,49,20,2025-03-14
iPhone 13 mini,13,7800.0,4.2,161,40,18,2025-03-14
iPhone 13 Pro,13,9500.0,3.0,114,14,23,2025-03-14
iPhone 13 Pro Max,13,10000.0,3.9,468,16,13,2025-03-14
iPhone 14,14,9000.0,4.8,103,48,23,2025-03-14
iPhone 14 Plus,14,9200.0,4.0,210,29,12,2025-03-14
iPhone 14 Pro,14,11000.0,4.4,361,18,19,2025-03-14
iPhone 14 Pro Max,14,12000.0,4.8,398,45,12,2025-03-14
iPhone 15,15,10000.0,4.9,288,13,14,2025-03-14
iPhone 15 Plus,15,10200.0,4.6,23,5,19,2025-03-14
iPhone 15 Pro,15,12500.0,3.8,354,20,29,2025-03-14
iPhone 15 Pro Max,15,14000.0,3.9,408,23,15,2025-03-14
iPhone 16,16,11000.0,3.8,395,31,20,2025-03-14
iPhone 16 Pro,16,14000.0,3.0,32,8,24,2025-03-14
iPhone 16 Pro Max,16,16000.0,4.9,382,46,19,2025-03-14
iPhone 17,17,12000.0,3.5,381,19,20,2025-03-14
iPhone 17 Pro,17,15500.0,3.9,203,23,12,2025-03-14
iPhone 17 Pro Max,17,18000.0,3.2,453,13,24,2025-03-14
iPhone X,X,5000.0,4.8,37,5,18,2025-03-15
iPhone XS,X,5200.0,4.2,263,33,15,2025-03-15
iPhone XS Max,X,5500.0,3.1,303,43,12,2025-03-15
iPhone 11,11,6000.0,3.1,67,45,23,2025-03-15
iPhone 11 Pro,11,7000.0,3.5,262,43,15,2025-03-15
